epoch,train_loss,train_r,train_p,val_loss,val_r,val_p
1,4.479732331362638,4.157142857142857,4.771224016979233,4.242187559604645,13.200000000000001,12.831202259322982
2,4.04605862010609,21.442857142857143,21.931798239319637,3.7731315791606903,35.2,37.099236345673695
3,3.53855225389654,42.699999999999996,45.357439376341766,3.2160164415836334,50.3,54.333586543614466
4,2.985612496462735,57.95714285714285,60.95010969756669,2.6874407529830933,60.999999999999986,65.2821720934724
5,2.480633783340454,68.29999999999998,70.5935388497045,2.239525616168976,69.7,73.35295766325177
6,2.0387943744659425,76.02857142857141,77.91318684334098,1.8771456629037857,76.19999999999999,78.5646325896326
7,1.6792507323351773,81.12857142857145,82.03268054474907,1.5719816982746124,79.19999999999999,81.19384357472592
8,1.3995342341336336,83.92857142857144,84.49938406287119,1.3400151282548904,81.6,82.85979853479853
9,1.1676738489757885,86.74285714285713,87.19207439165841,1.1619933024048805,83.2,84.16694971694972
10,0.9901637066494334,88.22857142857143,88.51755468278658,1.0171181336045265,84.5,85.58319180819181
11,0.849197763746435,89.78571428571429,89.9932064768059,0.9092835336923599,84.8,85.72899322899323
12,0.7420206709341569,90.81428571428573,91.06030253265827,0.8345376253128052,85.40000000000002,86.35748695748696
13,0.6464883956042203,92.01428571428573,92.18637010066976,0.7715579569339752,85.60000000000001,86.4321373071373
14,0.5782211991873655,92.71428571428574,92.90654839455505,0.7193353921175003,86.30000000000001,87.17718115218115
15,0.5113443369215185,93.49999999999999,93.63563579636892,0.6875133737921715,86.9,87.80001665001664
16,0.45308105728842996,94.1857142857143,94.27684422071903,0.6522468775510788,87.00000000000001,87.86437728937729
17,0.41119849600575187,94.52857142857142,94.62437004083775,0.6267363876104355,87.60000000000001,88.38505106005105
18,0.36715544137087736,95.54285714285716,95.6208381043598,0.6027114652097225,87.60000000000001,88.41747974247973
19,0.3376900152726607,95.78571428571428,95.83957399681633,0.5839399360120296,87.90000000000002,88.66373071373071
20,0.29707591181451626,96.25714285714287,96.32372359494997,0.569232027977705,88.20000000000003,89.00801143301145
21,0.27097613188353453,96.88571428571429,96.93587460339954,0.5570212118327618,88.30000000000003,88.92240537240538
22,0.2435246074741537,97.2,97.24406563984856,0.5458533391356468,88.30000000000001,89.06378898878899
23,0.22004068846052344,97.3,97.3456767443812,0.5358201339840889,88.50000000000003,89.20224220224222
24,0.19691704538735477,97.82857142857145,97.86065502462078,0.5357662439346313,87.9,88.57409534909534
25,0.18575352335518056,98.07142857142857,98.09795051906066,0.5254566259682178,88.30000000000001,88.94971694971694
26,0.16541733064434744,98.3,98.32496478583911,0.5212551951408386,88.50000000000001,89.16154678654678
27,0.14906513528390364,98.57142857142856,98.59123941020104,0.5159128718078136,88.40000000000003,89.16363913863913
28,0.13284316672520205,98.74285714285715,98.7591926774125,0.510944377630949,88.30000000000001,89.08661893661893
29,0.12361444925720041,98.91428571428571,98.93151470219381,0.5111004635691643,88.30000000000003,89.06684981684981
30,0.11253628243099559,99.04285714285714,99.05372006511894,0.5043247528374195,88.30000000000001,89.15855533355531
31,0.10154320028695193,99.05714285714286,99.0698816832868,0.5023315921425819,88.10000000000002,89.04814352314352
32,0.09642073633995923,99.14285714285714,99.15544418766669,0.5010966584086418,88.30000000000003,89.18510933510933
33,0.08485092554580081,99.41428571428571,99.42266910642599,0.5006989687681198,88.20000000000002,89.10808913308914
34,0.08005779304287651,99.3,99.31096506575686,0.5000198259949684,88.30000000000001,89.22084027084027
35,0.07558758577162569,99.5142857142857,99.52416904976947,0.49874789640307426,88.50000000000001,89.29326229326229
36,0.06566740735010668,99.55714285714286,99.56373215136226,0.4976660683751106,88.20000000000002,88.96342546342545
37,0.0633847290142016,99.64285714285714,99.64765258215962,0.5005841813981533,88.20000000000002,89.12329337329336
38,0.05554176196455955,99.72857142857141,99.73138249788586,0.496918436139822,88.40000000000002,89.40832223332221
39,0.0524457629092715,99.77142857142857,99.77444668008049,0.49721328541636467,88.50000000000001,89.4086913086913
40,0.04938974444839087,99.80000000000001,99.80455579749426,0.5022483915090561,88.00000000000001,88.90136807636806
