epoch,train_loss,train_r,train_p,val_loss,val_r,val_p
1,4.190956518866799,10.614285714285712,11.848808741876732,3.235253095626831,31.500000000000007,31.00292765284251
2,2.3000278689644555,56.32857142857143,56.45893529449574,1.8668239265680313,67.69999999999999,70.32570302504512
3,1.2039348342201925,81.45714285714286,81.91486115587239,1.210558407008648,80.4,82.17954871925461
4,0.7189457990906455,89.97142857142858,90.28540058617764,0.9220142140984535,85.0,86.50210067710067
5,0.48144248778169807,93.74285714285715,93.91573502676299,0.7740819305181503,86.9,88.4455488955489
6,0.3402549995617433,95.97142857142858,96.06293283948358,0.6889283955097198,87.60000000000002,88.82735042735044
7,0.2464871959252791,97.34285714285714,97.38931282067382,0.6323109827935696,88.40000000000002,89.31238483738485
8,0.17999657026746058,98.44285714285714,98.46192430568149,0.5978783741593361,88.70000000000002,89.72139527139528
9,0.13191251632842152,99.07142857142858,99.08492663012687,0.5724089071154594,88.90000000000002,89.78072483072485
10,0.0971241442994638,99.41428571428571,99.42303332935208,0.5531697310507298,89.20000000000002,90.07193917193919
11,0.07185576551339844,99.7,99.70438719272154,0.5401104390621185,89.00000000000001,89.8994116994117
12,0.054013421589677986,99.9,99.90159847976749,0.5286906622350216,89.00000000000003,89.91073648573649
13,0.04173859283328056,100.0,100.0,0.5191993750631809,89.00000000000001,89.8799284049284
14,0.0332746223969893,100.0,100.0,0.5101390816271305,89.40000000000002,90.20488400488401
15,0.027182096886363895,100.0,100.0,0.5032191053032875,89.50000000000003,90.25787545787546
16,0.022835067253221163,100.0,100.0,0.4971017464995384,89.60000000000002,90.37302697302698
17,0.019482548975131728,100.0,100.0,0.4911408945918083,89.60000000000002,90.37302697302698
18,0.016920621286739,100.0,100.0,0.4861212559044361,89.60000000000002,90.39933399933402
19,0.014838255891068415,100.0,100.0,0.4816506803035736,89.90000000000002,90.6952935952936
20,0.01313709057867527,100.0,100.0,0.47788048908114433,89.80000000000003,90.5917970917971
21,0.011716861819679087,100.0,100.0,0.47453444451093674,89.90000000000002,90.65892995892997
22,0.0105074098164385,100.0,100.0,0.47126658633351326,90.30000000000001,91.09436951936954
23,0.009504597159949215,100.0,100.0,0.46840424835681915,90.20000000000002,90.96810689310689
24,0.008612939385189252,100.0,100.0,0.4661782346665859,90.20000000000002,90.99436951936953
25,0.007839662429283965,100.0,100.0,0.4636422209441662,90.30000000000001,91.09436951936954
26,0.0071769020520150665,100.0,100.0,0.4615064300596714,90.4,91.20825840825842
27,0.006588295000520619,100.0,100.0,0.45943281427025795,90.30000000000001,91.11734931734934
28,0.006067582439969886,100.0,100.0,0.4576188363134861,90.30000000000001,91.11734931734934
29,0.005596751237118786,100.0,100.0,0.45553404092788696,90.30000000000001,91.11734931734932
30,0.005176178327846256,100.0,100.0,0.45420996472239494,90.30000000000001,91.1169524919525
31,0.004815255372192372,100.0,100.0,0.45267337188124657,90.30000000000001,91.1169524919525
32,0.004478145361115986,100.0,100.0,0.45121391490101814,90.30000000000001,91.14119491619493
33,0.004173786557194861,100.0,100.0,0.4497632160782814,90.30000000000001,91.14119491619493
34,0.0038989482447504996,100.0,100.0,0.44852443784475327,90.40000000000002,91.27175047175048
35,0.00364831240255047,100.0,100.0,0.44742274284362793,90.40000000000002,91.27175047175048
36,0.0034156289459629494,100.0,100.0,0.4463021345436573,90.40000000000002,91.27175047175048
37,0.0032056678425181995,100.0,100.0,0.44512204825878143,90.40000000000002,91.27175047175048
38,0.0030138739850372074,100.0,100.0,0.44396671652793884,90.30000000000003,91.1959928959929
39,0.00283593634058806,100.0,100.0,0.44307005032896996,90.30000000000003,91.1959928959929
40,0.0026711884801360695,100.0,100.0,0.44215479120612144,90.30000000000003,91.1959928959929
