epoch,train_loss,train_r,train_p,val_loss,val_r,val_p
1,4.50517563386397,5.0285714285714285,6.493187660596153,4.329802930355072,23.5,26.710113189601138
2,4.190086880597201,26.242857142857147,27.695853817725137,3.9677745699882507,48.7,54.45500799520544
3,3.823598623275757,47.44285714285714,49.41538631484361,3.549252539873123,59.899999999999984,66.06834290910442
4,3.4161244479092683,59.14285714285714,62.72544468083794,3.201497256755829,65.7,71.25095953873128
5,3.0138212290677155,66.54285714285714,70.90755457477233,2.843906819820404,69.6,74.65610398765769
6,2.6495851906863126,72.38571428571429,76.34815631786226,2.4960126280784607,73.30000000000001,78.853293003293
7,2.3021839531985195,77.05714285714286,79.9885979111249,2.210206761956215,76.20000000000002,80.20256633082148
8,1.992191657153043,80.11428571428571,82.08257013805209,1.9527714401483536,78.50000000000001,81.3968165821107
9,1.7185310103676537,82.74285714285715,84.10896902090252,1.7502371668815613,79.90000000000002,82.58025030525032
10,1.476190482486378,85.44285714285715,86.48860173227347,1.5356710851192474,80.90000000000002,83.04065188337636
11,1.2605691346255217,87.15714285714286,87.81031534862517,1.376215249300003,81.90000000000002,84.12912226662226
12,1.0854803258722479,88.91428571428573,89.43037254410692,1.2482050657272339,83.10000000000002,84.98208874458874
13,0.9372628818858754,89.90000000000002,90.19143683787644,1.1238146871328354,83.40000000000002,84.92370766488413
14,0.8135393316095526,91.7,91.94010993896099,1.0213144570589066,84.00000000000001,85.68455433455433
15,0.7000354745171287,92.52857142857142,92.72849336941535,0.9644812867045403,84.40000000000002,86.09778832278833
16,0.607192666422237,93.72857142857141,93.91530417028957,0.8977150842547417,84.90000000000002,86.35343218872632
17,0.5238182804801247,94.65714285714284,94.75014092332674,0.8646606728434563,85.20000000000002,86.63118270618271
18,0.4530279609290036,95.47142857142858,95.55669766753795,0.8245747163891792,85.60000000000001,86.77436036186037
19,0.3932496282187375,96.21428571428572,96.27414151447937,0.8043195083737373,85.40000000000002,86.51928904428904
20,0.3417733430862427,96.7,96.74710722687871,0.7730676084756851,86.00000000000001,86.9964119214119
21,0.2937572005120191,97.38571428571429,97.44169460748216,0.7511211633682251,86.20000000000002,87.29101454101455
22,0.251306949691339,97.84285714285716,97.8818983072768,0.7442071214318275,86.2,87.23004218004218
23,0.21942684948444366,98.32857142857144,98.35634662847282,0.7347818464040756,85.70000000000002,87.01586746586746
24,0.19531381834637035,98.4857142857143,98.5089797795634,0.7256358191370964,85.70000000000002,86.76836774336773
25,0.16703412885015662,98.82857142857142,98.84730519543001,0.7092595547437668,86.20000000000002,87.25496586746587
26,0.14717187786644156,99.07142857142857,99.08666149528061,0.7052725180983543,86.00000000000001,87.02726162726161
27,0.12676259712739424,99.32857142857142,99.34068268956563,0.6985819041728973,86.10000000000001,87.16328393828393
28,0.11331499191847715,99.39999999999999,99.4115090716358,0.6924428343772888,86.00000000000001,87.14872904872904
29,0.09872553917494688,99.57142857142858,99.5790185557791,0.6891511976718903,85.90000000000002,86.9863664113664
30,0.0878837185149843,99.6,99.60756272796596,0.6825476512312889,85.90000000000002,87.11440503940503
31,0.07860795659097758,99.7,99.70637156270958,0.67703478038311,86.2,87.36028693528692
32,0.07134710997343063,99.68571428571428,99.69011848871004,0.6762463748455048,85.90000000000002,87.21189088689087
33,0.06380945193496618,99.77142857142857,99.77580551803973,0.6722192838788033,86.00000000000001,87.17556471306472
34,0.05697691846977581,99.80000000000001,99.8047570047377,0.6690464168787003,85.80000000000001,86.93943972693972
35,0.05223721767013723,99.80000000000001,99.80319695953499,0.673616960644722,85.80000000000001,86.95332167832167
36,0.04799871559847485,99.84285714285716,99.84546165884194,0.6774527952075005,85.40000000000002,86.6499875124875
37,0.04291761056943373,99.85714285714286,99.85954616588418,0.6702757701277733,86.20000000000002,87.34172355422355
38,0.03960468995977532,99.87142857142857,99.87363067292645,0.6665132492780685,86.00000000000001,87.16219058719058
39,0.035995272343808955,99.91428571428571,99.9158841940532,0.6663071289658546,85.90000000000002,86.95346271375682
40,0.03303043446080251,99.92857142857143,99.92957746478872,0.6580817103385925,86.2,87.27947052947053
